"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Tekken 7","510","1305","1","7","71","8.352941"
"2","Darkest Dungeon","210","255","1","3","44","12.571428"
"3","Slay the Spire","165","120","0","2","7","2.545454"
"4","Euro Truck Simulator 2","165","195","1","2","6","2.181818"
"5","Gran Turismo Sport","150","90","0","2","5","2"
"6","Fire Emblem: Three Houses","90","120","1","2","2","1.333333"
"7","Sekiro: Shadows Die Twice","90","75","0","1","5","3.333333"
"8","Tabletop Simulator","60","75","1","2","3","3"
"9","Just Chatting","45","45","1","1","7","9.333333"
"10","Project CARS 2","45","45","1","1","3","4"
"11","Games + Demos","30","120","4","4","4","8"
"12","Return.","30","90","3","3","1","2"
