"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","DARK SOULS II: Scholar of the First Sin","1545","8145","4","14","138","5.359223"
"2","Yu-Gi-Oh! Forbidden Memories","1125","6390","5","11","89","4.746666"
"3","Fallout 76","1110","5925","4","12","152","8.216216"
"4","Super Mega Baseball 2","1005","5400","4","9","85","5.074626"
"5","Pokémon HeartGold/SoulSilver","510","2505","3","11","31","3.647058"
"6","Enter the Gungeon","255","960","2","7","25","5.882352"
"7","Super Mario Bros. 3","225","1635","6","10","37","9.866666"
"8","Grand Theft Auto V","180","885","4","13","7","2.333333"
"9","Overwatch","165","315","2","4","6","2.181818"
