"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Counter-Strike: Global Offensive","5820","49965","8","24","2996","30.886597"
"2","PUBG: BATTLEGROUNDS","480","3435","8","19","87","10.875"
"3","Grand Theft Auto V","240","1665","5","10","74","18.5"
"4","Hand Simulator","225","1020","4","7","27","7.2"
"5","Among Us","90","510","5","7","58","38.666666"
"6","Just Chatting","75","690","8","11","34","27.2"
"7","Gartic","60","495","9","13","63","63"
"8","Human: Fall Flat","60","225","3","5","28","28"
"9","ROBLOX","45","690","15","18","0","0"
"10","Unlisted on Twitch","15","15","1","1","12","48"
