"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Devil May Cry HD Collection","900","4620","4","10","79","5.266666"
"2","Days Gone","795","3810","4","9","124","9.35849"
"3","Moonlighter","645","2565","3","9","58","5.395348"
"4","Devil May Cry 4: Special Edition","630","2265","2","7","40","3.809523"
"5","Devil May Cry 5","600","2820","3","11","62","6.2"
"6","Assassin's Creed II","390","2370","5","9","92","14.153846"
"7","DmC: Devil May Cry","345","2010","4","10","29","5.043478"
"8","DmC: Devil May Cry - Definitive Edition","195","885","4","7","20","6.153846"
"9","2064: Read Only Memories","150","675","4","7","14","5.6"
"10","Borderlands","120","240","2","3","15","7.5"
"11","Just Chatting","105","360","3","6","18","10.285714"
"12","SteamWorld Quest: Hand of Gilgamech","90","870","9","11","8","5.333333"
"13","Twitch Sings","90","270","3","5","6","4"
"14","She Sees Red","75","675","9","10","8","6.4"
"15","Unlisted on Twitch","60","150","2","4","4","4"
"16","FINAL FANTASY X","45","30","0","1","5","6.666666"
"17","The Stanley Parable Mod","45","195","4","5","1","1.333333"
"18","SAS: Zombie Assault 4","15","45","3","3","0","0"
