"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Tom Clancy's Rainbow Six Siege","2970","12765","3","24","141","2.848484"
"2","Dead by Daylight","2865","8325","2","25","172","3.602094"
"3","Minecraft","1065","4155","3","10","33","1.859154"
"4","Yu-Gi-Oh! Legacy of the Duelist","60","135","2","3","0","0"
