"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Dark Devotion","630","2205","3","6","39","3.714285"
"2","Evoland 2","450","1665","3","7","18","2.4"
"3","Stardew Valley","435","1665","3","8","19","2.620689"
"4","Shining Force","405","1305","3","7","16","2.37037"
"5","Borderlands 2","345","960","2","5","17","2.956521"
"6","Retro","315","1020","2","6","17","3.238095"
"7","The Journeyman Project","165","330","2","3","6","2.181818"
"8","Tabletop Simulator","120","195","1","4","7","3.5"
"9","Hollow Knight","120","300","2","3","8","4"
"10","Tetris Effect","105","195","1","3","1","0.571428"
"11","Tick Tock: A Tale for Two","75","150","2","2","3","2.4"
"12","DARK SOULS III","45","30","0","1","2","2.666666"
