"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Talk Shows & Podcasts","360","9900","27","104","138","23"
"2","Judgment","150","2430","14","22","65","26"
"3","The Witcher 3: Wild Hunt","150","2745","17","24","77","30.8"
"4","Just Chatting","90","1350","14","20","67","44.666666"
"5","Rocket League","75","900","12","14","15","12"
"6","Minecraft","60","705","11","15","4","4"
"7","Fire Emblem: Three Houses","60","1095","18","22","33","33"
"8","Teamfight Tactics","15","240","16","16","23","92"
"9","Alan Wake","15","165","11","11","10","40"
"10","League of Legends","15","60","4","4","23","92"
