"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","TETRIS 99","5580","158250","24","69","3231","34.741935"
"2","Marvel Ultimate Alliance 3: The Black Order","3975","77430","20","41","1063","16.045283"
"3","Rocket League","1890","36090","18","42","517","16.412698"
"4","Super Mario Maker 2","1305","30375","21","44","377","17.333333"
"5","Castle Crashers","675","10095","13","22","111","9.866666"
"6","Tetris Effect","495","10095","19","37","156","18.90909"
"7","Tricky Towers","435","8250","20","29","80","11.034482"
"8","Mario Kart 8","210","4170","19","25","52","14.857142"
"9","The Jackbox Party Pack","165","3255","19","29","49","17.818181"
"10","Darksiders III","105","1800","17","23","19","10.857142"
"11","SoulCalibur VI","105","1770","16","18","42","24"
"12","Broforce","75","915","12","13","11","8.8"
"13","Gauntlet","75","870","11","12","27","21.6"
"14","Getting Over It with Bennett Foddy","45","780","17","20","24","32"
