"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Pokémon: Let's Go, Pikachu!","1770","28980","12","34","530","17.966101"
"2","Super Mario Maker 2","1170","14415","11","18","213","10.923076"
"3","Life is Strange","750","8805","11","15","93","7.44"
"4","Void Bastards","525","5235","9","15","62","7.085714"
"5","Pokémon Trading Card Game Online","405","5970","13","21","96","14.222222"
"6","Factorio","390","4005","9","15","49","7.538461"
"7","Life is Strange: Before the Storm","330","3585","10","14","48","8.727272"
"8","Cities: Skylines","225","4185","14","25","75","20"
"9","Halo: The Master Chief Collection","120","1170","9","13","31","15.5"
"10","skribbl.io","105","1695","16","20","18","10.285714"
"11","Crash Team Racing Nitro-Fueled","90","945","10","16","22","14.666666"
"12","Tabletop Simulator","90","810","9","12","18","12"
"13","The Transformers","60","645","10","12","2","2"
"14","Pokémon Trading Card Game","60","570","9","11","8","8"
"15","Just Chatting","45","465","9","14","12","16"
"16","Board Games","15","225","15","15","27","108"
"17","Unlisted on Twitch","15","195","13","13","27","108"
"18","LEGO Star Wars: The Complete Saga","15","225","15","15","27","108"
"19","Mario Kart 8","15","120","8","8","6","24"
