"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Just Chatting","1455","4365","2","8","263","10.84536"
"2","Warframe","1380","2925","1","18","156","6.782608"
"3","Kerbal Space Program","450","1365","3","6","78","10.4"
"4","Assassin's Creed Odyssey","360","765","1","8","43","7.166666"
"5","Tom Clancy's Ghost Recon: Wildlands","300","825","2","5","38","7.6"
"6","Food & Drink","225","360","1","3","8","2.133333"
"7","The Elder Scrolls V: Skyrim","210","495","2","5","41","11.714285"
"8","Bloons TD 6","75","270","3","6","6","4.8"
