"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Prey","1305","11595","8","21","212","9.747126"
"2","Demon's Souls","1080","18150","14","36","294","16.333333"
"3","DARK SOULS III","1005","22860","17","39","342","20.41791"
"4","Gabriel Knight: Sins of the Fathers","390","2550","6","11","48","7.384615"
"5","No Man's Sky","240","3525","14","21","92","23"
"6","Art","195","1965","10","13","32","9.846153"
"7","Mass Effect 2","135","1980","14","18","33","14.666666"
"8","Layers of Fear 2","105","885","10","13","10","5.714285"
"9","DOOM 3","45","360","8","9","5","6.666666"
"10","Just Chatting","15","330","22","22","15","60"
