"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Unlisted on Twitch","10560","38430","2","16","598","3.397727"
"2","Retro","2655","14535","5","19","236","5.333333"
"3","Detroit: Become Human","1020","6120","4","26","67","3.941176"
"4","Heavy Rain","585","5700","9","21","39","4"
"5","Kerbal Space Program","525","2535","4","9","25","2.857142"
"6","A Way Out","465","1635","3","8","22","2.838709"
"7","Sleeping Dogs","315","1845","5","8","20","3.809523"
"8","Quake","270","1455","5","7","11","2.444444"
"9","Resident Evil 2","255","1050","4","6","12","2.823529"
"10","Alien: Isolation","225","1185","5","10","14","3.733333"
"11","Resident Evil","45","225","5","6","4","5.333333"
