"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Destiny 2","5535","864540","144","271","7148","77.485094"
"2","Overwatch","525","51780","89","129","505","57.714285"
"3","God of War","120","12495","104","117","45","22.5"
"4","Tom Clancy's Rainbow Six Siege","90","12525","139","148","69","46"
"5","ShellShock Live","90","11820","131","134","87","58"
"6","PUBG: BATTLEGROUNDS","75","9825","131","150","125","100"
"7","Fortnite","60","7260","121","124","110","110"
"8","UNO","30","4215","140","147","41","82"
