"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Destiny 2","1005","10200","8","17","242","14.447761"
"2","Just Chatting","615","3645","5","15","242","23.609756"
"3","Hollow Knight","330","2820","8","11","45","8.181818"
"4","Catherine","330","2445","7","11","36","6.545454"
"5","American Truck Simulator","285","1770","6","7","23","4.842105"
"6","Overwatch","255","1575","5","10","21","4.941176"
"7","We Were Here Too","180","1455","8","10","28","9.333333"
"8","Kartrider","150","1080","6","11","15","6"
"9","Heroes of the Storm","105","495","4","6","12","6.857142"
"10","PUBG: BATTLEGROUNDS","75","420","5","6","2","1.6"
"11","Unforgiving - A Northern Hymn","45","180","4","6","0","0"
"12","Games + Demos","15","60","4","4","7","28"
