"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Grand Theft Auto V","1005","4770","4","9","140","8.358208"
"2","Just Chatting","225","1140","4","8","40","10.666666"
"3","Resident Evil 2","180","540","2","5","21","7"
"4","Mafia","135","330","2","4","3","1.333333"
"5","Left 4 Dead 2","105","360","3","5","13","7.428571"
"6","DayZ","75","495","6","10","31","24.8"
"7","Sea of Thieves","75","210","2","4","4","3.2"
"8","The Forest","60","315","5","6","5","5"
"9","Edna & Harvey: Harvey's New Eyes","60","135","2","3","4","4"
"10","Cities: Skylines","45","165","3","4","7","9.333333"
"11","World War Z","45","195","4","7","21","28"
"12","Team Fortress 2","30","60","2","2","0","0"
"13","Watch Dogs 2","30","225","7","8","7","14"
"14","PUBG: BATTLEGROUNDS","30","165","5","6","8","16"
"15","Metro Exodus","30","180","6","7","34","68"
"16","PAYDAY 2","15","45","3","3","1","4"
"17","Battlefield 4","15","15","1","1","4","16"
"18","Monopoly Plus","15","60","4","4","3","12"
