"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","The Elder Scrolls Online","3960","81180","16","48","1771","26.833333"
"2","RimWorld","3120","61530","19","59","1029","19.788461"
"3","Cities: Skylines","1545","33525","18","34","626","24.310679"
"4","Airport CEO","1395","19740","16","33","424","18.236559"
"5","Two Point Hospital","1155","27105","19","35","380","19.740259"
"6","Stardew Valley","510","7515","18","34","197","23.17647"
"7","American Truck Simulator","465","6585","15","27","217","28"
"8","Retro","465","9720","19","28","292","37.677419"
"9","Fallout 76","270","6975","18","42","137","30.444444"
"10","Golf With Your Friends","195","3585","18","24","79","24.307692"
"11","Dungeons of Dredmor","180","1800","9","18","56","18.666666"
"12","Just Chatting","120","2325","21","57","94","47"
"13","Domina","90","585","6","10","12","8"
"14","Northgard","60","810","13","15","21","21"
"15","Tabletop Simulator","60","780","13","17","17","17"
"16","Crusader Kings II","30","105","3","7","7","14"
"17","Marbles on Stream","30","660","22","23","34","68"
"18","XCOM: Enemy Unknown","15","90","6","6","7","28"
