"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","The Legend of Zelda: Breath of the Wild","2985","99840","31","51","2986","60.0201"
"2","Counter-Strike: Global Offensive","2820","108645","34","70","3862","82.170212"
"3","Just Chatting","525","13185","22","63","1467","167.657142"
"4","60 Seconds!","360","16020","43","63","736","122.666666"
"5","Mad Father","330","12600","38","53","412","74.90909"
"6","World of Warcraft","225","6870","31","43","287","76.533333"
"7","Resident Evil 2","195","6960","35","46","324","99.692307"
"8","Beat Saber","75","1995","26","34","123","98.4"
"9","The Crooked Man","75","3315","44","56","119","95.2"
"10","Unlisted on Twitch","75","2940","35","47","270","216"
"11","Tom Clancy's Rainbow 6: Patriots","75","2700","36","40","99","79.2"
"12","The Binding of Isaac: Repentance","45","1635","36","37","48","64"
