"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Fire Emblem: Three Houses","1170","5880","4","12","77","3.948717"
"2","Mario + Rabbids Kingdom Battle","630","1635","2","7","21","2"
"3","The Elder Scrolls V: Skyrim","495","1245","2","5","14","1.696969"
"4","Art","195","135","0","2","9","2.76923"
"5","Unlisted on Twitch","165","735","4","7","4","1.454545"
"6","Mario Kart 8","120","405","3","5","11","5.5"
"7","Phoenix Wright: Ace Attorney Trilogy HD","105","195","1","3","7","4"
"8","The Legend of Zelda: Breath of the Wild","105","615","5","7","5","2.857142"
"9","KurtzPel","45","135","3","4","5","6.666666"
"10","Hollow Knight","30","60","2","2","2","4"
"11","Splatoon 2","30","120","4","4","3","6"
"12","Star Wars Battlefront II","15","0","0","0","0","0"
