"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Overwatch","4140","14235","3","25","888","12.869565"
"2","Apex Legends","1170","1920","1","7","259","13.282051"
"3","Minecraft","390","1215","2","9","64","9.846153"
"4","Fortnite","345","975","2","18","145","25.217391"
"5","Unlisted on Twitch","240","465","1","4","22","5.5"
"6","Dauntless","210","390","1","4","22","6.285714"
"7","Escape First","105","150","1","2","13","7.428571"
"8","PUBG: BATTLEGROUNDS","60","30","0","1","7","7"
"9","Just Chatting","45","75","1","3","6","8"
"10","Krunker.io","30","60","2","2","10","20"
