"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Crash Bandicoot N. Sane Trilogy","1380","15060","10","25","297","12.913043"
"2","Just Chatting","615","6885","10","17","428","41.756097"
"3","Apex Legends","525","5640","12","20","198","22.628571"
"4","Counter-Strike","480","5850","10","18","120","15"
"5","Teamfight Tactics","435","5760","13","19","147","20.275862"
"6","Hollow Knight","345","3945","11","21","130","22.608695"
"7","Amnesia: The Dark Descent","330","3495","10","14","76","13.818181"
"8","Penumbra: Overture","210","2490","11","17","46","13.142857"
"9","We Were Here Too","195","2265","11","14","18","5.538461"
"10","GRIS","180","1665","9","12","25","8.333333"
"11","We Were Here","165","1785","10","23","38","13.818181"
"12","Only If","150","1890","12","14","57","22.8"
"13","Tom Clancy's Rainbow Six Siege","135","1395","10","13","61","27.111111"
"14","Retro","120","1770","14","17","55","27.5"
"15","osu!","105","840","8","16","47","26.857142"
"16","Imscared","60","630","10","14","17","17"
"17","PUBG: BATTLEGROUNDS","60","750","12","14","13","13"
"18","KovaaK's Aim Trainer","45","375","8","14","37","49.333333"
"19","League of Legends","45","540","12","14","8","10.666666"
"20","Art","15","135","9","9","5","20"
