"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Black Desert","9555","1101315","94","608","32659","205.080062"
"2","Bloodborne","1035","42345","40","58","1524","88.347826"
"3","Dying Light","885","19065","20","40","1005","68.135593"
"4","Path of Exile","330","18600","55","85","400","72.727272"
"5","Aion","300","23295","77","109","906","181.2"
"6","Visage","255","29745","116","130","824","193.882352"
"7","MapleStory","225","10275","45","52","352","93.866666"
"8","Great Merchant","165","4860","29","33","237","86.181818"
"9","Travel & Outdoors","75","3435","45","53","298","238.4"
"10","Just Chatting","45","705","19","29","46","61.333333"
