"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Music","2385","18180","7","29","383","9.63522"
"2","Ultimate Fishing Simulator","1155","10635","8","24","187","9.714285"
"3","Fishing Planet","525","6090","22","95","239","27.314285"
"4","7 Days to Die","465","1695","3","5","25","3.225806"
"5","Squad","375","2220","4","14","100","16"
"6","Rust","180","1965","10","15","22","7.333333"
"7","Just Chatting","165","585","3","9","34","12.363636"
"8","Overwatch","135","765","5","9","18","8"
"9","Unlisted on Twitch","90","540","7","9","2","1.333333"
"10","Travel & Outdoors","75","480","4","13","13","10.4"
