"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","CRSED: F.O.A.D.","2460","21045","7","20","340","8.292682"
"2","Euro Truck Simulator 2","1995","21000","9","19","211","6.345864"
"3","Travel & Outdoors","1800","16980","8","20","258","8.6"
"4","Twitch Plays","645","8910","13","35","280","26.046511"
"5","Wreckfest","405","2940","7","16","77","11.407407"
"6","FIFA 19","135","1605","10","16","9","4"
"7","American Truck Simulator","105","1380","13","19","14","8"
"8","Grand Theft Auto","45","285","6","7","5","6.666666"
"9","Fortnite","45","495","11","12","10","13.333333"
"10","Apex Legends","15","285","19","19","8","32"
