"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Minecraft","3840","3360","0","6","126","1.96875"
"2","FINAL FANTASY VIII","1770","4320","1","27","97","3.288135"
"3","Fortnite","1710","1755","0","4","38","1.333333"
"4","Bloodstained: Ritual of the Night","1395","660","0","5","37","1.591397"
"5","Super Mario Maker 2","870","1110","0","5","53","3.655172"
"6","Streets of Rogue","315","225","0","2","12","2.285714"
"7","The Jackbox Party Pack 5","60","60","1","1","1","1"
"8","Jackbox Party Packs","45","150","3","7","15","20"
"9","Apex Legends","45","75","1","2","1","1.333333"
"10","The Binding of Isaac: Repentance","45","15","0","1","1","1.333333"
"11","Outpost Zero","30","15","0","1","0","0"
