"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Just Chatting","1230","16515","12","38","914","44.585365"
"2","Marbles on Stream","510","16065","27","76","572","67.294117"
"3","Hellblade: Senua's Sacrifice","420","6750","15","78","254","36.285714"
"4","Sea of Thieves","330","4965","15","31","169","30.727272"
"5","Heavy Rain","315","4890","15","22","106","20.190476"
"6","Resident Evil 2","270","3240","11","18","99","22"
"7","Rise of the Tomb Raider","210","3465","16","21","96","27.428571"
"8","Wolfenstein: Youngblood","120","1830","15","26","82","41"
"9","FINAL FANTASY XIV ONLINE","75","1290","17","19","23","18.4"
"10","Gears 5","75","975","13","16","22","17.6"
"11","Hollow Knight","60","525","8","10","27","27"
"12","Gears of War 4","60","1185","19","24","6","6"
"13","The Elder Scrolls V: Skyrim","45","750","16","18","12","16"
"14","Old School RuneScape","30","285","9","10","10","20"
