"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Teamfight Tactics","3930","3037260","755","1643","48863","746"
"2","Hunt: Showdown","2925","3197940","1042","3240","53584","1099.158974"
"3","Rocket League","300","203535","695","1152","5806","1161.2"
"4","Rust","195","247920","1271","1516","6208","1910.153846"
"5","Escape from Tarkov","195","159210","835","1262","4482","1379.076923"
"6","Blazing Chrome","135","105405","780","866","3696","1642.666666"
"7","We Happy Few","120","74085","617","779","2187","1093.5"
"8","Just Chatting","90","30210","335","638","2466","1644"
"9","My Summer Car","60","49035","817","971","2509","2509"
"10","Dead by Daylight","60","72660","1211","1389","1816","1816"
"11","League of Legends","45","34470","766","986","2636","3514.666666"
