"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","League of Legends","1035","9030","5","39","385","22.31884"
"2","Teamfight Tactics","225","1110","4","7","36","9.6"
"3","osu!","165","1065","6","12","49","17.818181"
"4","Apex Legends","150","420","2","4","28","11.2"
"5","Overwatch","120","930","7","16","24","12"
"6","The Secret of Monkey Island","105","900","8","11","14","8"
"7","Counter-Strike","75","300","4","5","20","16"
"8","Rust","45","75","1","3","54","72"
"9","Minecraft","15","45","3","3","54","216"
"10","Trine 2","15","30","2","2","0","0"
