"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","7 Days to Die","1335","1292385","967","1438","16780","754.157303"
"2","Deep Rock Galactic","885","1026165","1188","1473","28122","1906.576271"
"3","HITMAN 2","660","866400","1366","2766","11738","1067.090909"
"4","DayZ","405","336885","825","1217","17635","2612.592592"
"5","Rocket League","375","314160","832","999","4230","676.8"
"6","Sea of Thieves","360","346710","993","1306","8240","1373.333333"
"7","The Blackout Club","330","311700","944","1144","7226","1313.818181"
"8","Human: Fall Flat","300","240840","802","944","3973","794.6"
"9","The Elder Scrolls V: Skyrim","240","253350","1055","1220","4479","1119.75"
"10","Anno 1800","225","173970","773","896","8424","2246.4"
"11","Just Chatting","225","179640","729","1168","9326","2486.933333"
"12","Dark Souls II","210","259320","1234","1450","14386","4110.285714"
"13","For the King","180","185100","1028","1226","9201","3067"
"14","Magicka","165","150240","910","1193","5180","1883.636363"
"15","Forza Horizon 4","135","164715","1220","1631","6808","3025.777777"
"16","Ultimate Chicken Horse","90","108765","1208","1254","2762","1841.333333"
"17","Golf With Your Friends","75","89415","1192","1343","1623","1298.4"
"18","Grand Theft Auto V","75","41700","556","870","856","684.8"
"19","Atlas","75","107535","1433","1510","8735","6988"
"20","Pummel Party","60","75510","1258","1295","2112","2112"
"21","HITMAN","45","51705","1149","1182","1331","1774.666666"
"22","Star Wars Battlefront II","45","71415","1587","1643","4255","5673.333333"
"23","Getting Over It with Bennett Foddy","15","24240","1616","1616","4255","17020"
