"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","They Are Billions","1395","41385","25","97","1429","61.462365"
"2","Games + Demos","780","22650","29","76","891","68.538461"
"3","Subnautica","660","27480","35","110","717","65.181818"
"4","Hunt: Showdown","480","15120","30","46","578","72.25"
"5","Battlerite Royale","465","13830","32","165","492","63.48387"
"6","Killsquad","435","10260","21","43","474","65.37931"
"7","Cultist Simulator","300","12360","33","55","928","185.6"
"8","Teamfight Tactics","255","6855","25","105","448","105.411764"
"9","Nowhere Prophet","240","8100","28","45","179","44.75"
"10","Iratus: Lord of the Dead","210","5400","24","37","241","68.857142"
"11","Satisfactory","150","3210","21","26","153","61.2"
"12","XCOM 2","135","4455","33","39","204","90.666666"
"13","Just Chatting","135","2070","16","25","34","15.111111"
"14","Weedcraft Inc","120","3240","26","34","65","32.5"
"15","Kubifaktorium","120","4155","34","52","142","71"
"16","Tiny Metal: Full Metal Rumble","105","4425","41","53","265","151.428571"
"17","HALF DEAD 2","75","1890","25","27","28","22.4"
"18","60 Seconds!","75","2520","33","38","111","88.8"
"19","Nippon Marathon","60","1815","30","35","112","112"
"20","Battlerite","60","1155","19","24","66","66"
"21","Friday the 13th: The Game","60","1470","24","29","59","59"
"22","Risk of Rain","60","1980","33","39","63","63"
"23","The Cycle","60","1530","25","29","88","88"
"24","Automachef","45","780","17","25","65","86.666666"
"25","Hide Or Die","45","1605","35","37","68","90.666666"
"26","Risk of Rain 2","45","1245","27","31","63","84"
"27","Outpost Zero","30","510","17","18","136","272"
"28","Unlisted on Twitch","15","1140","76","76","136","544"
"29","Rogue Heist","15","285","19","19","19","76"
