"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Teamfight Tactics","7065","540570","68","184","14776","125.486199"
"2","PUBG: BATTLEGROUNDS","2655","230910","81","181","6085","137.514124"
"3","Assetto Corsa","720","40290","55","97","1579","131.583333"
"4","Apex Legends","615","54120","85","127","1823","177.853658"
"5","Overwatch","375","27165","72","100","802","128.32"
"6","Dead by Daylight","285","22095","67","108","657","138.315789"
"7","Unravel","210","13965","66","84","385","110"
"8","Sea of Solitude","180","15765","87","119","533","177.666666"
"9","Satisfactory","180","11535","64","87","397","132.333333"
"10","The Sinking City","150","13470","89","105","342","136.8"
"11","What Remains of Edith Finch","150","9465","63","85","267","106.8"
"12","Hearthstone","150","4665","31","49","353","141.2"
"13","Counter-Strike: Global Offensive","90","4950","54","63","319","212.666666"
"14","Just Chatting","30","1305","43","87","0","0"
