"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Just Chatting","4185","786855","159","354","49151","704.673835"
"2","Overwatch","3420","638715","188","282","26800","470.175438"
"3","League of Legends","2130","337590","162","216","18773","528.816901"
"4","White Day: A Labyrinth Named School","1275","223605","172","250","8966","421.929411"
"5","Teamfight Tactics","1170","159540","132","197","8320","426.666666"
"6","Spelunky","1005","142125","142","187","5422","323.701492"
"7","StarCraft","990","196140","193","269","7290","441.818181"
"8","Visage","690","115875","167","220","5506","478.782608"
"9","Amnesia: Collection","555","101400","182","256","6039","652.864864"
"10","Heroes of the Storm","30","5355","178","211","1281","2562"
