"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Super Smash Bros. Melee","3660","281340","44","533","4516","74.032786"
"2","Super Mario 64","2280","39285","14","97","1594","41.947368"
"3","Total War: Three Kingdoms","1425","11385","7","19","470","19.789473"
"4","Teamfight Tactics","1005","5175","5","17","353","21.074626"
"5","Sekiro: Shadows Die Twice","645","4905","7","17","286","26.604651"
"6","Unlisted on Twitch","345","2190","5","10","73","12.695652"
"7","My Friend Pedro","330","2100","5","13","165","30"
"8","Banjo-Kazooie","300","3270","9","17","113","22.6"
"9","Star Fox 64","225","3135","13","24","201","53.6"
"10","Auto Chess","180","780","4","9","67","22.333333"
"11","Diddy Kong Racing","45","1980","44","47","78","104"
