"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Counter-Strike: Global Offensive","675","2460","2","11","177","15.733333"
"2","Satisfactory","585","1410","1","6","68","6.974358"
"3","Rocket League","465","1410","2","9","92","11.870967"
"4","Dead by Daylight","435","1260","2","5","111","15.310344"
"5","House Flipper","375","1470","3","10","65","10.4"
"6","Subsistence","360","1005","2","5","56","9.333333"
"7","Tom Clancy's Rainbow Six Siege","345","1230","3","7","81","14.086956"
"8","VRChat","345","1830","5","12","110","19.130434"
"9","Board Games","285","975","3","6","82","17.263157"
"10","Marbles on Stream","225","3435","12","53","142","37.866666"
"11","Just Chatting","30","90","3","4","3","6"
"12","Euro Truck Simulator 2","15","15","1","1","0","0"
