"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Heroes of Might and Magic III: The Shadow of Death","4545","286785","60","175","7047","93.029702"
"2","Teamfight Tactics","1005","24030","24","57","1623","96.895522"
"3","League of Legends","240","4545","23","47","212","53"
"4","Counter-Strike: Global Offensive","150","3375","24","38","349","139.6"
