"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Papers, Please","450","2775","6","10","65","8.666666"
"2","League of Legends","420","3225","6","13","53","7.571428"
"3","Overwatch","375","3585","8","19","91","14.56"
"4","Teamfight Tactics","240","1830","7","13","48","12"
"5","Bloodborne","135","825","6","8","25","11.111111"
"6","911 Operator","75","645","8","11","20","16"
"7","Reventure","75","660","8","10","12","9.6"
"8","Do Not Feed the Monkeys","60","585","9","11","23","23"
"9","Plague Inc: Evolved","60","375","6","8","5","5"
"10","Just Chatting","15","105","7","7","0","0"
