"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Euro Truck Simulator 2","4530","668415","141","280","13049","172.834437"
"2","Just Chatting","4215","414315","87","233","26442","376.398576"
"3","Rust","1095","89250","78","150","4110","225.205479"
"4","theHunter: Call of the Wild","900","126720","140","226","4185","279"
"5","The Sims 4","780","65940","95","165","2904","223.384615"
"6","Yuppie Psycho","495","73110","151","212","1795","217.575757"
"7","Monster Hunter: World","435","56550","124","240","2305","317.931034"
"8","Art","420","38745","104","159","2869","409.857142"
"9","Call of Duty: Modern Warfare 3","330","47850","148","165","1983","360.545454"
"10","Games + Demos","300","32670","95","149","1214","242.8"
"11","Lorelai","240","23595","98","113","752","188"
"12","Call of Duty: Modern Warfare Remastered","135","9810","72","98","541","240.444444"
"13","DARK SOULS III","120","9180","76","84","396","198"
"14","Astroneer","120","10410","86","92","486","243"
"15","Generation Zero","75","8460","111","119","253","202.4"
"16","Ring of Elysium","75","6150","82","89","265","212"
"17","Princess Maker 3: Yumemiru Yousei","60","6450","107","113","234","234"
"18","PUBG: BATTLEGROUNDS","60","3930","65","74","292","292"
"19","Muse Dash","30","3900","130","140","254","508"
"20","American Truck Simulator","15","2475","165","165","109","436"
"21","Grand Theft Auto V","15","1680","112","112","0","0"
"22","Tom Clancy's The Division 2","15","1275","85","85","122","488"
