"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Bloodstained: Curse of the Moon","900","4830","5","15","117","7.8"
"2","The Legend of Zelda","840","4950","5","15","112","8"
"3","Bloodstained: Ritual of the Night","225","990","3","7","15","4"
"4","Mega Man V","195","1140","6","8","39","12"
"5","Talk Shows & Podcasts","105","315","2","5","10","5.714285"
"6","Cadence of Hyrule: Crypt of the NecroDancer Featuring the Legend of Zelda","90","315","3","7","10","6.666666"
"7","Danganronpa: Trigger Happy Havoc","75","135","1","3","4","3.2"
"8","Pathfinder","75","420","5","7","22","17.6"
"9","Super Mario Bros.","60","240","4","6","1","1"
"10","Just Chatting","45","120","2","3","0","0"
"11","TETRIS 99","45","285","6","7","3","4"
