"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Science & Technology","1650","66915","33","341","3205","116.545454"
"2","Tetris Effect","225","2010","8","15","43","11.466666"
"3","Earth Defense Force 5","195","2010","9","17","38","11.692307"
"4","Minecraft","180","2445","13","29","62","20.666666"
"5","Bloodstained: Ritual of the Night","180","108900","605","982","764","254.666666"
"6","Destiny 2","180","70590","392","723","497","165.666666"
"7","Marbles on Stream","120","45600","428","492","1711","855.5"
"8","Dandy Dungeon: Legend of Brave Yamada","60","240","4","5","4","4"
"9","Kubifaktorium","45","375","8","10","5","6.666666"
"10","COLLAPSED","45","13110","291","374","496","661.333333"
"11","TETRIS 99","30","120","4","8","10","20"
"12","Photon Highway","15","30","2","2","0","0"
