"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Watch Dogs 2","1230","21960","17","30","472","23.02439"
"2","Weedcraft Inc","975","12270","13","22","288","17.723076"
"3","XCOM 2: War of the Chosen","900","11985","11","32","332","22.133333"
"4","Tom Clancy's Rainbow Six Siege","840","9390","11","20","218","15.571428"
"5","Yakuza Kiwami 2","720","7980","10","21","204","17"
"6","Stardew Valley","630","11505","17","40","242","23.047619"
"7","Fallout: New Vegas","480","7740","15","34","161","20.125"
"8","Hollow Knight","450","5445","11","17","157","20.933333"
"9","The X-Files","450","4170","9","14","116","15.466666"
"10","My Time at Portia","360","3270","8","13","91","15.166666"
"11","Jurassic World Evolution","345","6510","18","23","179","31.130434"
"12","Stranger Things 3: The Game","330","3870","12","27","107","19.454545"
"13","Starbound","285","5880","20","42","151","31.789473"
"14","Resident Evil 7: Biohazard","270","3510","12","19","102","22.666666"
"15","Friday the 13th: The Game","255","3405","12","17","73","17.17647"
"16","Armello","225","3660","15","22","61","16.266666"
"17","Space Hulk: Deathwing","195","2970","15","22","83","25.538461"
"18","Killing Floor 2","165","1800","10","18","61","22.181818"
"19","Overwatch","135","2760","20","24","51","22.666666"
"20","MORDHAU","135","1365","10","12","45","20"
"21","Dead by Daylight","120","1650","13","19","53","26.5"
"22","Left 4 Dead 2","75","1575","21","25","46","36.8"
"23","Saints Row IV","60","1185","19","23","11","11"
"24","A Short Hike","60","825","13","23","58","58"
"25","Osiris: New Dawn","45","675","15","16","15","20"
"26","Immortal Redneck","15","150","10","10","10","40"
"27","Planet Coaster","15","90","6","6","10","40"
