"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Street Fighter V","2040","20955","9","20","665","19.558823"
"2","Dead Space (2008)","795","4365","5","10","175","13.207547"
"3","Vampire: The Masquerade - Bloodlines","390","1815","4","12","82","12.615384"
"4","Just Chatting","90","540","6","8","41","27.333333"
"5","FINAL FANTASY XV","60","285","4","7","17","17"
"6","Space Hulk: Deathwing","45","375","8","11","7","9.333333"
"7","Scott Pilgrim vs. the World: The Game","15","60","4","4","0","0"
