"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Overwatch","2910","19590","6","16","773","15.938144"
"2","Teamfight Tactics","2850","13575","4","12","515","10.842105"
"3","Apex Legends","990","5745","4","14","293","17.757575"
"4","Satisfactory","780","4170","5","9","172","13.230769"
"5","Slime Rancher","435","2220","5","13","43","5.931034"
"6","Europa Universalis IV","195","1335","6","9","41","12.615384"
"7","Heavy Rain","165","1020","7","8","16","5.818181"
"8","Dota Underlords","150","630","4","7","24","9.6"
"9","The Forest","120","660","5","6","8","4"
"10","Tabletop Simulator","105","975","9","11","14","8"
"11","Amnesia: The Dark Descent","90","780","8","10","12","8"
"12","Quantum Break","90","315","3","6","12","8"
"13","Castle Crashers","90","465","5","7","15","10"
"14","Life is Strange","75","360","4","6","15","12"
"15","Twitch Sings","60","570","9","13","23","23"
"16","BattleBlock Theater","45","195","4","6","20","26.666666"
"17","the static speaks my name","30","345","11","12","9","18"
"18","Unlisted on Twitch","15","105","7","7","9","36"
"19","Thief","15","90","6","6","0","0"
