"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Just Chatting","4890","101295","19","38","3635","44.601226"
"2","Teamfight Tactics","1500","30975","20","31","717","28.68"
"3","League of Legends","855","16965","20","28","486","34.105263"
"4","Minecraft","360","8010","22","30","179","29.833333"
"5","PUBG: BATTLEGROUNDS","195","3930","19","27","102","31.384615"
"6","Last Day of June","165","2790","16","22","62","22.545454"
"7","Tom Clancy's Rainbow Six Siege","165","3330","19","24","123","44.727272"
"8","Art","150","2850","19","24","92","36.8"
"9","Kartrider","120","2955","24","29","65","32.5"
"10","Overcooked!","60","1005","16","18","53","53"
"11","Apex Legends","60","1215","20","23","45","45"
"12","Music","30","885","29","33","20","40"
