"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Baba is You","450","1875","3","8","28","3.733333"
"2","Final Fantasy X/X-2 HD Remaster","330","795","2","5","9","1.636363"
"3","Sorry, James","225","480","2","4","2","0.533333"
"4","Slay the Spire","165","435","2","4","5","1.818181"
"5","Break the Game","105","330","3","4","3","1.714285"
"6","Lovers in a Dangerous Spacetime","105","480","4","7","13","7.428571"
"7","Ori and the Blind Forest","105","465","4","6","2","1.142857"
"8","The Metronomicon: Slay the Dance Floor","75","90","1","2","0","0"
"9","TAPSONIC BOLD","75","135","1","3","3","2.4"
"10","Alt-Frequencies","60","300","5","5","0","0"
"11","Unheard","60","180","3","3","4","4"
