"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","State of Decay 2","1680","7125","3","16","117","4.178571"
"2","Resident Evil: Revelations","690","1485","1","4","35","3.043478"
"3","Super Mario Maker 2","480","1485","2","5","35","4.375"
"4","Crash Team Racing Nitro-Fueled","390","990","2","8","16","2.461538"
"5","Banjo-Kazooie","300","750","2","7","14","2.8"
"6","Sea of Thieves","225","555","2","3","7","1.866666"
"7","Two Point Hospital","210","885","4","7","65","18.571428"
"8","Captain Toad: Treasure Tracker","195","330","1","3","8","2.461538"
"9","Brothers: A Tale of Two Sons","105","90","0","2","4","2.285714"
"10","Mario + Rabbids Kingdom Battle","60","315","5","7","14","14"
"11","Super Mario Maker","30","120","4","8","9","18"
