"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Old School RuneScape","795","42480","53","91","214","16.150943"
"2","Fable Anniversary","525","20895","39","56","98","11.2"
"3","Escape from Tarkov","360","18735","48","70","83","13.833333"
"4","Battalion Legacy","285","10995","38","55","85","17.894736"
"5","Fortnite","210","10635","48","64","52","14.857142"
"6","Fallout: New Vegas","195","7185","31","51","27","8.307692"
"7","World of Warcraft","165","12060","73","100","64","23.272727"
"8","The Elder Scrolls V: Skyrim","150","10485","69","79","9","3.6"
"9","Overwatch","120","4890","41","76","44","22"
"10","Just Chatting","75","2700","42","72","18","14.4"
"11","The Witcher 3: Wild Hunt","75","5355","71","92","29","23.2"
"12","Tom Clancy's Rainbow Six Siege","75","2400","30","49","18","14.4"
"13","Dragon's Dogma: Dark Arisen","60","1830","30","31","27","27"
"14","Yu-Gi-Oh! Legacy of the Duelist","45","1905","42","48","7","9.333333"
"15","PUBG: BATTLEGROUNDS","30","1470","49","51","14","28"
"16","Apex Legends","15","525","35","35","2","8"
