"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Hearthstone","1200","2055015","1711","2798","44816","2240.8"
"2","Teamfight Tactics","1170","1246665","1063","1509","25771","1321.589743"
"3","Super Mario Maker 2","840","894615","1065","1371","19012","1358"
"4","Just Chatting","615","416910","659","1188","24882","2427.512195"
"5","Football, Tactics & Glory","525","624255","1201","1550","16650","1902.857142"
"6","MapleStory","495","677535","1368","2214","17908","2170.666666"
"7","Warriors: Rise to Glory!","285","428700","1521","1708","10800","2273.68421"
"8","Papers, Please","255","615225","2412","2947","9618","2263.058823"
"9","Sid Meier's Civilization V","225","323715","1466","1707","7829","2087.733333"
"10","Overwatch","210","140160","667","805","5361","1531.714285"
"11","Slay the Spire","150","231600","1544","1854","6015","2406"
"12","Games + Demos","135","202500","1500","1634","5479","2435.111111"
"13","Sid Meier's Civilization VI: Gathering Storm","30","27630","921","1087","2306","4612"
