"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Creativerse","3195","44460","13","25","844","15.849765"
"2","Prey","1440","12165","7","16","308","12.833333"
"3","Dying Light","1080","14895","13","19","252","14"
"4","A Plague Tale: Innocence","930","8805","8","16","231","14.903225"
"5","Slime Rancher","825","8115","9","14","249","18.10909"
"6","Edge of Eternity","330","3075","9","15","83","15.090909"
"7","Journey of Life","45","210","4","7","24","32"
