"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","PUBG: BATTLEGROUNDS","5775","41610","6","17","863","8.966233"
"2","Euro Truck Simulator 2","1680","14430","7","17","258","9.214285"
"3","DayZ","690","3960","5","13","71","6.173913"
"4","Grid 2","630","4215","5","11","73","6.95238"
"5","The Sims 4","390","4395","11","19","83","12.76923"
"6","Wreckfest","345","2535","6","13","53","9.217391"
"7","SCUM","195","1485","7","14","71","21.846153"
"8","Just Chatting","180","1050","5","9","21","7"
"9","Tom Clancy's Rainbow Six Siege","180","1380","7","10","20","6.666666"
"10","Grand Theft Auto V","135","885","6","8","14","6.222222"
"11","GRID: Autosport","120","570","4","6","12","6"
"12","American Truck Simulator","15","0","0","0","0","0"
"13","Unlisted on Twitch","15","90","6","6","2","8"
"14","Mahjong Taikai","15","45","3","3","0","0"
