"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","FINAL FANTASY XIV ONLINE","3135","25080","6","15","423","8.095693"
"2","Oxygen Not Included","870","6345","6","16","153","10.551724"
"3","Path of Exile","825","4980","5","12","101","7.345454"
"4","Bravely Default","675","4335","5","11","103","9.155555"
"5","Grand Theft Auto V","660","3015","3","8","68","6.181818"
"6","Terraria","360","2910","7","13","60","10"
"7","Danganronpa: Trigger Happy Havoc","315","360","1","2","21","4"
"8","The Red Strings Club","165","1020","5","9","15","5.454545"
"9","Don't Starve Together","105","720","6","9","15","8.571428"
"10","Fell Seal: Arbiter's Mark","15","0","0","0","0","0"
