"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Tom Clancy's Rainbow Six Siege","3495","17445","4","10","235","4.034334"
"2","Empyrion - Galactic Survival","1590","15720","9","38","434","16.377358"
"3","Arma 3","900","5580","4","13","85","5.666666"
"4","Days Gone","660","3585","4","8","51","4.636363"
"5","Rising Storm 2: Vietnam","600","4425","5","16","83","8.3"
"6","StarCraft II","495","2835","6","11","48","5.818181"
"7","Kingdom Come: Deliverance","435","2445","5","8","33","4.551724"
"8","The Elder Scrolls V: Skyrim","225","915","4","7","26","6.933333"
"9","Unlisted on Twitch","210","1035","4","11","31","8.857142"
"10","Kerbal Space Program","135","825","6","8","12","5.333333"
"11","Thief Simulator","90","345","3","5","7","4.666666"
"12","Talk Shows & Podcasts","30","120","4","5","0","0"
