"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Just Chatting","2100","145395","67","175","6739","192.542857"
"2","Dead by Daylight","150","9690","51","83","438","175.2"
"3","Unlisted on Twitch","60","4620","77","83","237","237"
"4","UNO","60","2130","35","39","135","135"
"5","Overwatch","45","4845","100","133","232","309.333333"
"6","Layers of Fear 2","30","2385","79","80","173","346"
"7","Apex Legends","30","1095","36","37","87","174"
"8","VRChat","30","2235","74","76","273","546"
"9","Welcome to the Game II","15","1110","74","74","173","692"
"10","Fear of Clowns","15","885","59","59","65","260"
"11","Counter-Strike: Global Offensive","15","885","59","59","195","780"
"12","Tom Clancy's Rainbow Six Siege","15","840","56","56","0","0"
