"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Gears of War 4","2460","29535","11","35","761","18.560975"
"2","Gears 5","1275","13725","11","23","318","14.964705"
"3","Dead by Daylight","855","7410","8","19","188","13.192982"
