"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Beat Saber","1065","10290","9","23","217","12.225352"
"2","Twitch Sings","855","9915","11","33","306","21.473684"
"3","Assassin's Creed Syndicate","525","4785","9","20","89","10.171428"
"4","RiME","405","3120","7","14","45","6.666666"
"5","Spec Ops: The Line","390","3480","10","15","90","13.846153"
"6","Heavy Rain","240","2940","10","31","91","22.75"
"7","Wolfenstein: The New Order","240","2340","9","16","42","10.5"
"8","Satisfactory","180","1185","6","8","20","6.666666"
"9","Fallout 76","120","1185","9","12","18","9"
"10","American Truck Simulator","75","1155","15","17","10","8"
