"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Just Chatting","1755","50175","23","840","3438","117.538461"
"2","Unlisted on Twitch","1545","15375","8","45","1837","71.339805"
"3","Counter-Strike","825","15810","20","46","512","37.236363"
"4","Visage","645","13410","15","37","632","58.790697"
"5","Travel & Outdoors","645","6180","9","50","798","74.232558"
"6","Grand Theft Auto V","555","6270","9","19","442","47.783783"
"7","Apex Legends","480","5325","10","23","358","44.75"
"8","Raft","270","6960","22","42","220","48.888888"
"9","Fortnite","210","2640","10","34","171","48.857142"
"10","Getting Over It with Bennett Foddy","165","6015","36","44","82","29.818181"
"11","Infliction","90","2505","27","38","56","37.333333"
"12","Human: Fall Flat","90","870","9","16","87","58"
"13","Tom Clancy's Rainbow Six Siege","75","240","3","5","15","12"
"14","League of Legends","60","525","8","9","48","48"
"15","Risk of Rain 2","45","375","8","11","34","45.333333"
"16","Weed Shop 2","45","1905","42","49","15","20"
"17","Balancelot","30","1350","45","47","7","14"
"18","Outlast","30","1140","38","40","37","74"
"19","Amnesia: The Dark Descent","15","675","45","45","0","0"
"20","Moonlighter","15","60","4","4","0","0"
"21","Emily Wants to Play","15","270","18","18","35","140"
"22","Golf With Your Friends","15","210","14","14","0","0"
"23","Food & Drink","15","165","11","11","65","260"
