"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Anthem","2580","23280","8","29","664","15.44186"
"2","Path of Exile","2325","10245","3","9","198","5.109677"
"3","Star Wars: The Old Republic","1335","6255","4","13","161","7.235955"
"4","Destiny 2","780","3495","4","10","55","4.230769"
"5","Tom Clancy's The Division 2","420","1695","2","6","51","7.285714"
"6","Tekken 7","90","255","2","5","12","8"
"7","World of Warcraft","75","165","2","3","11","8.8"
"8","Assassin's Creed Odyssey","60","105","1","2","4","4"
"9","Unlisted on Twitch","45","90","2","4","31","41.333333"
"10","Star Wars: Knights of the Old Republic II - The Sith Lords","30","45","1","3","0","0"
