"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","FINAL FANTASY VII","495","507870","1026","1206","8962","1086.30303"
"2","The Legend of Zelda: A Link to the Past","315","342255","979","1363","6223","1185.333333"
"3","Games + Demos","300","275175","917","1040","41794","8358.8"
"4","FINAL FANTASY X-2","300","236010","786","856","13703","2740.6"
"5","TrackMania Turbo","270","241485","894","952","4942","1098.222222"
"6","Unlisted on Twitch","270","223410","867","996","9864","2192"
"7","Dark Souls","255","267210","1086","1189","5208","1225.411764"
"8","The Legend of Zelda: Ocarina of Time","240","260835","1086","1167","6423","1605.75"
"9","Grand Theft Auto: Vice City","225","217875","968","1019","8077","2153.866666"
"10","Kingdom Hearts III","225","176775","785","836","4877","1300.533333"
"11","The Last of Us","210","162510","773","833","8899","2542.571428"
"12","Need for Speed: The Run","210","166410","792","1059","9958","2845.142857"
"13","The World Ends with You","210","160710","765","796","4828","1379.428571"
"14","The Witcher 3: Wild Hunt","165","193695","1173","1224","7462","2713.454545"
"15","Donkey Kong 64","165","151095","915","999","4324","1572.363636"
"16","Portal 2","165","134595","832","896","2726","991.272727"
"17","Nioh","150","69810","465","554","3065","1226"
"18","Rise of the Tomb Raider","150","148065","987","1016","2223","889.2"
"19","Spyro: Enter the Dragonfly","150","133710","891","917","5847","2338.8"
"20","Super Mario Sunshine","150","204930","1373","1449","7773","3109.2"
"21","Devil May Cry 5","135","133605","989","1045","7823","3476.888888"
"22","Sekiro: Shadows Die Twice","135","144195","1068","1133","3525","1566.666666"
"23","Bayonetta 2","135","111150","823","873","5203","2312.444444"
"24","The Messenger","135","114810","850","909","4353","1934.666666"
"25","Stardew Valley","135","115845","858","939","2106","936"
"26","Super Mario 64","135","162030","1200","1306","3552","1578.666666"
"27","Pokémon Yellow","135","144750","1072","1089","3063","1361.333333"
"28","Pokémon Crystal","120","116295","969","1037","6470","3235"
"29","Advance Wars: Dual Strike","120","85455","712","909","4688","2344"
"30","Borderlands 2","120","103980","866","900","3765","1882.5"
"31","The Binding of Isaac: Repentance","120","98400","780","955","2266","1133"
"32","Super Mario Bros. 3","120","129390","749","1214","2331","1165.5"
"33","Super Mario Maker 2","120","112245","935","997","4507","2253.5"
"34","Celeste","105","76020","724","761","2090","1194.285714"
"35","Monster Hunter: World","105","94650","901","963","1869","1068"
"36","Cuphead","105","92520","845","1107","3004","1716.571428"
"37","Devil May Cry 4: Special Edition","105","91605","872","927","1475","842.857142"
"38","The Binding of Isaac","105","49755","529","661","1898","1084.571428"
"39","Hearthstone","105","96525","919","967","5536","3163.428571"
"40","Resident Evil 4","105","81585","777","804","2873","1641.714285"
"41","Metroid: Zero Mission","90","48540","539","621","1700","1133.333333"
"42","Syphon Filter","90","47940","532","553","575","383.333333"
"43","Fortnite","90","38025","422","441","1000","666.666666"
"44","Grand Theft Auto III","90","75180","835","859","1049","699.333333"
"45","Puyo Puyo Tetris","90","64680","718","749","3168","2112"
"46","GeoGuessr","90","85005","944","969","736","490.666666"
"47","Minecraft","90","83400","926","959","1792","1194.666666"
"48","BattleBlock Theater","90","78255","869","951","1027","684.666666"
"49","SOMA","90","65520","728","758","3995","2663.333333"
"50","Captain Toad: Treasure Tracker","90","93960","1044","1064","1775","1183.333333"
"51","Guacamelee! 2","90","56565","628","659","833","555.333333"
"52","Sonic Mania","90","79740","886","936","1922","1281.333333"
"53","Splatoon 2","90","71865","798","829","1827","1218"
"54","Halo 2","90","83940","932","952","4857","3238"
"55","Tomb Raider: The Last Revelation","75","50610","674","684","1717","1373.6"
"56","NES Open Tournament Golf","75","55005","672","980","2297","1837.6"
"57","Octopath Traveler","75","56190","749","769","2824","2259.2"
"58","Link: The Faces of Evil","75","73455","979","1014","1713","1370.4"
