"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","The End Is Nigh","1485","3810","1","8","57","2.30303"
"2","Unlisted on Twitch","885","4440","5","44","100","6.779661"
"3","Guts and Glory","345","1185","3","7","24","4.173913"
"4","Hello Neighbor","300","1350","3","12","25","5"
"5","The Binding of Isaac: Rebirth","270","645","2","5","7","1.555555"
"6","UNDERTALE","225","2280","10","24","32","8.533333"
"7","Fallout 4","165","1215","7","21","14","5.090909"
"8","Trials Fusion","165","465","2","7","16","5.818181"
"9","Unravel","105","255","2","4","4","2.285714"
"10","Human: Fall Flat","90","225","1","3","1","0.666666"
"11","Stikbold! A Dodgeball Adventure","90","180","2","5","7","4.666666"
"12","Race the Sun","60","90","1","2","1","1"
"13","Gang Beasts","15","45","3","3","0","0"
