"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Grand Theft Auto V","780","4515","4","10","37","2.846153"
"2","Fortnite","405","1710","3","9","35","5.185185"
"3","Unlisted on Twitch","360","2070","5","11","30","5"
"4","Gears of War 4","195","1245","6","12","7","2.153846"
