"","Stream start time","Stream URL","Stream length (mins)","Watch time (mins)","Avg viewers","Peak viewers","Followers gained","Followers per hour","Views","Views per hour","Games"
"1","Saturday 20th July 2019 08:00","https://sullygnome.com/channel/magischemango/stream/34973477328","315","1260","4","9","2","0","61","11","Science &amp; Technology"
"2","Saturday 6th July 2019 07:44","https://sullygnome.com/channel/magischemango/stream/34798731376","241","723","3","9","1","0","27","6","Science &amp; Technology"
