"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Divinity: Original Sin II","1455","16530","10","33","506","20.865979"
"2","Dead by Daylight","1080","9690","7","20","273","15.166666"
"3","Yu-Gi-Oh! Duel Links","795","10620","11","34","216","16.301886"
"4","MediEvil","540","4155","7","18","87","9.666666"
"5","Teamfight Tactics","405","4020","9","14","57","8.444444"
"6","Layers of Fear 2","360","4770","13","31","117","19.5"
"7","Grand Theft Auto V","315","2865","9","12","28","5.333333"
"8","For Honor","210","2730","13","24","101","28.857142"
"9","Skyforge","75","1215","16","20","17","13.6"
"10","Yu-Gi-Oh! Forbidden Memories","60","525","8","9","9","9"
"11","Apex Legends","60","750","12","14","21","21"
"12","Unlisted on Twitch","45","450","10","13","10","13.333333"
"13","Just Chatting","45","420","9","10","0","0"
