"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Ring of Elysium","2130","9345","4","9","218","6.140845"
"2","Escape from Tarkov","285","765","2","5","11","2.315789"
