"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Conan Exiles","1770","61110","34","67","2384","80.813559"
"2","Hunt: Showdown","1425","46245","30","47","1664","70.063157"
"3","Music","1200","45795","38","71","1990","99.5"
"4","Just Chatting","780","14655","14","46","1125","86.538461"
"5","Elite: Dangerous","435","17580","36","66","707","97.517241"
"6","Mortal Kombat 11","300","8430","28","39","319","63.8"
"7","Surviving Mars","285","8805","30","67","407","85.68421"
"8","Mortal Kombat X","270","7980","29","40","321","71.333333"
"9","MORDHAU","180","4710","26","30","224","74.666666"
"10","Satisfactory","180","4050","22","27","294","98"
