"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Bloodstained: Ritual of the Night","750","2325","2","6","10","0.8"
"2","House Flipper","420","1395","3","9","32","4.571428"
"3","Overwatch","285","855","2","5","10","2.105263"
"4","The Sims 4","240","1155","4","6","12","3"
"5","Just Chatting","210","585","2","5","14","4"
"6","Bloodborne","135","360","2","4","6","2.666666"
"7","Unlisted on Twitch","90","585","6","9","21","14"
"8","Far Cry New Dawn","60","255","4","5","3","3"
"9","Special Events","45","15","0","1","0","0"
"10","Injustice 2","45","30","0","1","1","1.333333"
"11","FINAL FANTASY XIV ONLINE","30","90","3","3","1","2"
"12","Makers & Crafting","30","0","0","0","0","0"
"13","Mortal Kombat 11","15","45","3","3","0","0"
"14","Overcooked!","15","45","3","3","8","32"
