"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","DARK SOULS III","2235","50265","19","73","1689","45.342281"
"2","West of Loathing","1185","30315","25","86","739","37.417721"
"3","Stellaris","855","30540","32","105","560","39.298245"
"4","Monster Hunter: World","360","6420","16","33","202","33.666666"
"5","Slay the Spire","330","5205","13","44","348","63.272727"
"6","Bad Dream: Coma","270","11100","41","87","213","47.333333"
"7","Tribes of Midgard","255","10290","40","79","207","48.705882"
"8","Oxygen Not Included","225","7470","33","67","372","99.2"
"9","Pathfinder: Kingmaker","210","7140","33","53","76","21.714285"
"10","Twitch Sings","195","3630","18","27","71","21.846153"
"11","Space Hulk: Deathwing","180","2880","14","23","338","112.666666"
"12","Tabletop Simulator","165","5550","32","40","80","29.090909"
"13","Astroneer","165","5865","20","127","582","211.636363"
"14","RimWorld","135","4170","30","34","41","18.222222"
"15","Play With Me: Escape room","135","2205","16","21","42","18.666666"
"16","The Blackout Club","135","13395","99","105","149","66.222222"
"17","Just Chatting","120","1155","7","20","84","42"
"18","Roll20 Virtual Tabletop","120","1725","14","22","29","14.5"
"19","House of Caravan","120","7515","62","79","150","75"
"20","Tattletail","105","2565","23","29","61","34.857142"
"21","BATTLETECH","105","885","8","11","30","17.142857"
"22","The Jackbox Party Pack 5","105","3945","37","42","90","51.428571"
"23","Infernium","105","3705","35","39","53","30.285714"
"24","Dustwind","75","2760","36","46","106","84.8"
"25","Breathedge","45","675","15","15","10","13.333333"
"26","Hovership Havoc","30","390","13","15","9","18"
"27","Reventure","30","1110","37","38","14","28"
"28","Age of Empires II","30","480","16","18","11","22"
"29","Jackbox Party Packs","15","660","44","44","11","44"
"30","Sally Face","15","1335","89","89","0","0"
